Teil;TA;Bezeichnung1;Bezeichnung2;Bezeichnung3;Bezeichnung4;RMNr;Aktivität;rMenge;Sollte;Istte;ZEte;IstteSek;Solltr;Isttr;ZEtr;Zustand;Isttesn;IstteSollte;IsttrSolltr
UV-3203;1;Gerät fertig montiert, geprüft;Plus-Distributor 6;;;60911;Platine auf Grundpla;10;360;785;Sek;785;10;10;Min;nein;78,5;218%;100%
UV-3203;1;Gerät fertig montiert, geprüft;Plus-Distributor 6;;;62824;Platine auf Grundpla;193;6.948,00;29.935,00;Sek;29935;10;0;Min;nein;155,1;431%;0%
UV-3203;1;Gerät fertig montiert, geprüft;Plus-Distributor 6;;;64759;Platine auf Grundpla;200;7.200,00;35.390,00;Sek;35390;10;10;Min;nein;177,0;492%;100%
UV-3208;1;Gerät fertig montiert, geprüft;Minus-Distributor 12;;;46474;Platine auf Grundpla;100;3.600,00;17.883,00;Sek;17883;0;0;Min;nein;178,8;497%;#DIV/0!
UV-3208;1;Gerät fertig montiert, geprüft;Minus-Distributor 12;;;49036;Platine auf Grundpla;200;7.200,00;9.502,00;Sek;9502;10;0;Min;nein;47,5;132%;0%
UV-3208;1;Gerät fertig montiert, geprüft;Minus-Distributor 12;;;51908;Platine auf Grundpla;200;7.200,00;3.915,00;Sek;3915;10;0;Min;nein;19,6;54%;0%
UV-3208;1;Gerät fertig montiert, geprüft;Minus-Distributor 12;;;55936;Platine auf Grundpla;200;7.200,00;28.229,00;Sek;28229;10;10;Min;nein;141,1;392%;100%
UV-3208;1;Gerät fertig montiert, geprüft;Minus-Distributor 12;;;58612;Platine auf Grundpla;200;7.200,00;28.283,00;Sek;28283;10;0;Min;nein;141,4;393%;0%
UV-3208;1;Gerät fertig montiert, geprüft;Minus-Distributor 12;;;64064;Platine auf Grundpla;200;7.200,00;44.587,00;Sek;44587;10;10;Min;nein;222,9;619%;100%
UV-3215;1;Gerät fertig montiert, geprüft;Plus-Distributor 8;;;52843;Platine auf Grundpla;50;3.000,00;6.481,00;Sek;6481;10;0;Min;nein;129,6;216%;0%
UV-3215;1;Gerät fertig montiert, geprüft;Plus-Distributor 8;;;59039;Platine auf Grundpla;80;4.800,00;10.349,00;Sek;10349;10;10;Min;nein;129,4;216%;100%
UV-3218;1;Gerät fertig montiert, geprüft;Minus-Distributor 14;;;44558;Platine auf Grundpla;50;3.000,00;3.179,00;Sek;3179;0;0;Min;nein;63,6;106%;#DIV/0!
UV-3218;1;Gerät fertig montiert, geprüft;Minus-Distributor 14;;;49995;Platine auf Grundpla;50;3.000,00;0;Sek;0;10;0,5;Min;nein;0,0;0%;5%
UV-3218;1;Gerät fertig montiert, geprüft;Minus-Distributor 14;;;58614;Platine auf Grundpla;50;3.000,00;6.839,00;Sek;6839;10;0;Min;nein;136,8;228%;0%
UV-3218;1;Gerät fertig montiert, geprüft;Minus-Distributor 14;;;64065;Platine auf Grundpla;50;3.000,00;8.309,00;Sek;8309;10;10;Min;nein;166,2;277%;100%
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;43077;Endprüfung und Störs;30;1.800,00;11.461,00;Sek;11461;0;0;Min;nein;382,0;637%;#DIV/0!
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;43806;Endprüfung und Störs;50;3.000,00;26.002,00;Sek;26002;0;0;Min;nein;520,0;867%;#DIV/0!
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;45186;Endprüfung und Störs;60;3.600,00;41.657,00;Sek;41657;0;0;Min;nein;694,3;1157%;#DIV/0!
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;45561;Endprüfung und Störs;50;3.000,00;23.138,00;Sek;23138;0;0;Min;nein;462,8;771%;#DIV/0!
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;47307;Endprüfung und Störs;50;3.000,00;18.998,00;Sek;18998;0;0;Min;nein;380,0;633%;#DIV/0!
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;48104;Endprüfung und Störs;60;3.600,00;20.733,00;Sek;20733;5;5;Min;nein;345,6;576%;100%
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;48249;Endprüfung und Störs;50;3.000,00;23.824,00;Sek;23824;5;5;Min;nein;476,5;794%;100%
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;49454;Endprüfung und Störs;50;3.000,00;19.495,00;Sek;19495;5;5;Min;nein;389,9;650%;100%
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;50840;Endprüfung und Störs;50;3.000,00;20.750,00;Sek;20750;5;5;Min;nein;415,0;692%;100%
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;51607;Endprüfung und Störs;60;3.600,00;14.991,00;Sek;14991;5;5;Min;nein;249,9;416%;100%
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;52734;Endprüfung und Störs;50;3.000,00;30.278,00;Sek;30278;5;5;Min;nein;605,6;1009%;100%
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;53152;Endprüfung und Störs;50;3.000,00;28.260,00;Sek;28260;5;5;Min;nein;565,2;942%;100%
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;54812;Endprüfung und Störs;109;6.540,00;43.834,00;Sek;43834;5;5;Min;nein;402,1;670%;100%
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;56462;Endprüfung und Störs;50;3.000,00;27.511,00;Sek;27511;5;5;Min;nein;550,2;917%;100%
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;57617;Endprüfung und Störs;50;3.000,00;18.762,00;Sek;18762;5;5;Min;nein;375,2;625%;100%
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;58521;Endprüfung und Störs;50;3.000,00;23.414,00;Sek;23414;5;5;Min;nein;468,3;780%;100%
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;58718;Endprüfung und Störs;60;3.600,00;44.293,00;Sek;44293;5;5;Min;nein;738,2;1230%;100%
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;58925;Endprüfung und Störs;60;3.600,00;24.625,00;Sek;24625;5;5;Min;nein;410,4;684%;100%
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;59632;Endprüfung und Störs;50;3.000,00;20.965,00;Sek;20965;5;5;Min;nein;419,3;699%;100%
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;61287;Endprüfung und Störs;30;1.800,00;12.070,00;Sek;12070;5;5;Min;nein;402,3;671%;100%
UV-3242;1;Gerät fertig montiert, geprüft;VBCS 30-20-250 Triple CI;;;62130;Endprüfung und Störs;50;3.000,00;17.991,00;Sek;17991;5;5;Min;nein;359,8;600%;100%
UV-3244;1;Gerät fertig montiert, geprüft;VBCS 45-30-350 Triple CI;;;43472;Endprüfung und Störs;36;2.160,00;13.760,00;Sek;13760;0;0;Min;ja;382,2;637%;#DIV/0!
UV-3244;1;Gerät fertig montiert, geprüft;VBCS 45-30-350 Triple CI;;;47308;Endprüfung und Störs;36;2.160,00;18.379,00;Sek;18379;0;0;Min;ja;510,5;851%;#DIV/0!
UV-3244;1;Gerät fertig montiert, geprüft;VBCS 45-30-350 Triple CI;;;48105;Endprüfung und Störs;36;2.160,00;23.489,00;Sek;23489;5;5;Min;ja;652,5;1087%;100%
UV-3244;1;Gerät fertig montiert, geprüft;VBCS 45-30-350 Triple CI;;;49329;Endprüfung und Störs;36;2.160,00;19.451,00;Sek;19451;5;5;Min;ja;540,3;901%;100%
UV-3244;1;Gerät fertig montiert, geprüft;VBCS 45-30-350 Triple CI;;;50490;Endprüfung und Störs;36;2.160,00;31.089,00;Sek;31089;5;5;Min;ja;863,6;1439%;100%
UV-3244;1;Gerät fertig montiert, geprüft;VBCS 45-30-350 Triple CI;;;52152;Endprüfung und Störs;36;2.160,00;15.806,00;Sek;15806;5;5;Min;ja;439,1;732%;100%
UV-3244;1;Gerät fertig montiert, geprüft;VBCS 45-30-350 Triple CI;;;53153;Endprüfung und Störs;36;2.160,00;17.442,00;Sek;17442;5;5;Min;ja;484,5;808%;100%
UV-3244;1;Gerät fertig montiert, geprüft;VBCS 45-30-350 Triple CI;;;55123;Endprüfung und Störs;36;2.160,00;13.145,00;Sek;13145;5;5;Min;ja;365,1;609%;100%
UV-3244;1;Gerät fertig montiert, geprüft;VBCS 45-30-350 Triple CI;;;55937;Endprüfung und Störs;36;2.160,00;12.810,00;Sek;12810;5;5;Min;ja;355,8;593%;100%
UV-3244;1;Gerät fertig montiert, geprüft;VBCS 45-30-350 Triple CI;;;56372;Endprüfung und Störs;26;1.560,00;8.568,00;Sek;8568;5;5;Min;ja;329,5;549%;100%
UV-3244;1;Gerät fertig montiert, geprüft;VBCS 45-30-350 Triple CI;;;57618;Endprüfung und Störs;50;3.000,00;21.225,00;Sek;21225;5;5;Min;ja;424,5;708%;100%
UV-3244;1;Gerät fertig montiert, geprüft;VBCS 45-30-350 Triple CI;;;62131;Endprüfung und Störs;36;2.160,00;14.326,00;Sek;14326;5;5;Min;ja;397,9;663%;100%
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;43287;Endprüfung und Störs;24;1.440,00;10.600,00;Sek;10600;0;0;Min;ja;441,7;736%;#DIV/0!
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;44028;Endprüfung und Störs;24;1.440,00;11.745,00;Sek;11745;0;0;Min;ja;489,4;816%;#DIV/0!
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;45296;Endprüfung und Störs;24;1.440,00;14.152,00;Sek;14152;0;0;Min;ja;589,7;983%;#DIV/0!
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;46583;Endprüfung und Störs;24;1.440,00;14.601,00;Sek;14601;0;0;Min;ja;608,4;1014%;#DIV/0!
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;47309;Endprüfung und Störs;24;1.440,00;15.412,00;Sek;15412;0;0;Min;ja;642,2;1070%;#DIV/0!
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;48106;Endprüfung und Störs;24;1.440,00;17.650,00;Sek;17650;5;5;Min;ja;735,4;1226%;100%
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;49665;Endprüfung und Störs;24;1.440,00;7.314,00;Sek;7314;5;5;Min;ja;304,8;508%;100%
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;51364;Endprüfung und Störs;24;1.440,00;0;Sek;0;5;0,2;Min;ja;0,0;0%;4%
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;52350;Endprüfung und Störs;24;1.440,00;15.349,00;Sek;15349;5;5;Min;ja;639,5;1066%;100%
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;52735;Endprüfung und Störs;23;1.380,00;15.523,00;Sek;15523;5;5;Min;ja;674,9;1125%;100%
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;53368;Endprüfung und Störs;24;1.440,00;8.293,00;Sek;8293;5;5;Min;ja;345,5;576%;100%
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;53598;Endprüfung und Störs;24;1.440,00;11.147,00;Sek;11147;5;5;Min;ja;464,5;774%;100%
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;55711;Endprüfung und Störs;24;1.440,00;17.166,00;Sek;17166;5;5;Min;ja;715,3;1192%;100%
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;55938;Endprüfung und Störs;24;1.440,00;10.873,00;Sek;10873;5;5;Min;ja;453,0;755%;100%
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;57176;Endprüfung und Störs;24;1.440,00;17.248,00;Sek;17248;5;5;Min;ja;718,7;1198%;100%
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;57619;Endprüfung und Störs;50;3.000,00;30.273,00;Sek;30273;5;5;Min;ja;605,5;1009%;100%
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;60705;Endprüfung und Störs;24;1.440,00;10.497,00;Sek;10497;5;5;Min;ja;437,4;729%;100%
UV-3246;1;Gerät fertig montiert, geprüft;VBCS 60-40-430 Triple CI;;;63074;Endprüfung und Störs;11;660;4.956,00;Sek;4956;5;5;Min;ja;450,5;751%;100%
UV-3270;1;Gerät fertig montiert, geprüft;VBCS 30-20-400 Triple HV CI;;;62219;Endprüfung und Störs;72;4.320,00;34.954,00;Sek;34954;10;10;Min;nein;485,5;809%;100%
UV-3270;1;Gerät fertig montiert, geprüft;VBCS 30-20-400 Triple HV CI;;;62487;Endprüfung und Störs;50;3.000,00;0;Sek;0;10;0,17;Min;nein;0,0;0%;2%
UV-3270;1;Gerät fertig montiert, geprüft;VBCS 30-20-400 Triple HV CI;;;64066;Endprüfung und Störs;50;3.000,00;18.187,00;Sek;18187;10;10;Min;nein;363,7;606%;100%
UV-3270;1;Gerät fertig montiert, geprüft;VBCS 30-20-400 Triple HV CI;;;64521;Endprüfung und Störs;50;3.000,00;12.102,00;Sek;12102;10;10;Min;nein;242,0;403%;100%
UV-3271;1;Gerät fertig montiert, geprüft;VBCS 45-30-600 Triple HV CI;;;62224;Endprüfung und Störs;100;6.000,00;38.385,00;Sek;38385;10;10;Min;nein;383,9;640%;100%
UV-3271;1;Gerät fertig montiert, geprüft;VBCS 45-30-600 Triple HV CI;;;62280;Endprüfung und Störs;100;6.000,00;23.505,00;Sek;23505;10;10;Min;nein;235,1;392%;100%
UV-3271;1;Gerät fertig montiert, geprüft;VBCS 45-30-600 Triple HV CI;;;62486;Endprüfung und Störs;10;600;0;Sek;0;10;0,13;Min;nein;0,0;0%;1%
UV-3271;1;Gerät fertig montiert, geprüft;VBCS 45-30-600 Triple HV CI;;;63583;Endprüfung und Störs;36;2.160,00;12.651,00;Sek;12651;10;10;Min;nein;351,4;586%;100%
UV-3271;1;Gerät fertig montiert, geprüft;VBCS 45-30-600 Triple HV CI;;;64067;Endprüfung und Störs;74;4.440,00;21.827,00;Sek;21827;10;10;Min;nein;295,0;492%;100%
UV-3272;1;Gerät fertig montiert, geprüft;VBCS 60-40-800 Triple HV CI;;;62217;Endprüfung und Störs;80;4.800,00;22.729,00;Sek;22729;10;10;Min;nein;284,1;474%;100%
UV-3272;1;Gerät fertig montiert, geprüft;VBCS 60-40-800 Triple HV CI;;;62613;Endprüfung und Störs;126;7.560,00;42.294,00;Sek;42294;10;10;Min;nein;335,7;559%;100%
UV-3272;1;Gerät fertig montiert, geprüft;VBCS 60-40-800 Triple HV CI;;;63652;Endprüfung und Störs;80;4.800,00;26.900,00;Sek;26900;10;10;Min;nein;336,3;560%;100%
UV-3289;1;Gerät fertig montiert, geprüft;Pb 1280 SMT Li;;;43761;Endprüfung und Störs;3;180;9.269,00;Sek;9269;0;0;Min;nein;3089,7;5149%;#DIV/0!
UV-3289;1;Gerät fertig montiert, geprüft;Pb 1280 SMT Li;;;45187;Endprüfung und Störs;3;180;3.074,00;Sek;3074;0;0;Min;nein;1024,7;1708%;#DIV/0!
UV-3289;1;Gerät fertig montiert, geprüft;Pb 1280 SMT Li;;;45188;Endprüfung und Störs;3;180;4.034,00;Sek;4034;0;0;Min;nein;1344,7;2241%;#DIV/0!
UV-3289;1;Gerät fertig montiert, geprüft;Pb 1280 SMT Li;;;46904;Endprüfung und Störs;3;180;3.231,00;Sek;3231;0;0;Min;nein;1077,0;1795%;#DIV/0!
UV-3289;1;Gerät fertig montiert, geprüft;Pb 1280 SMT Li;;;48107;Endprüfung und Störs;3;180;2.514,00;Sek;2514;5;5;Min;nein;838,0;1397%;100%
UV-3289;1;Gerät fertig montiert, geprüft;Pb 1280 SMT Li;;;50662;Endprüfung und Störs;1;60;1.430,00;Sek;1430;5;5;Min;nein;1430,0;2383%;100%
UV-3289;1;Gerät fertig montiert, geprüft;Pb 1280 SMT Li;;;55432;Endprüfung und Störs;1;60;718;Sek;718;5;5;Min;nein;718,0;1197%;100%
UV-3289;1;Gerät fertig montiert, geprüft;Pb 1280 SMT Li;;;55433;Endprüfung und Störs;4;240;2.351,00;Sek;2351;5;5;Min;nein;587,8;980%;100%
UV-3289;1;Gerät fertig montiert, geprüft;Pb 1280 SMT Li;;;56463;Endprüfung und Störs;1;60;902;Sek;902;5;5;Min;nein;902,0;1503%;100%
UV-3289;1;Gerät fertig montiert, geprüft;Pb 1280 SMT Li;;;57497;Endprüfung und Störs;4;240;3.936,00;Sek;3936;5;5;Min;nein;984,0;1640%;100%
UV-3289;1;Gerät fertig montiert, geprüft;Pb 1280 SMT Li;;;59138;Endprüfung und Störs;10;600;9.807,00;Sek;9807;5;5;Min;nein;980,7;1635%;100%
UV-3289;1;Gerät fertig montiert, geprüft;Pb 1280 SMT Li;;;59506;Endprüfung und Störs;5;300;1.905,00;Sek;1905;5;5;Min;nein;381,0;635%;100%
UV-3289;1;Gerät fertig montiert, geprüft;Pb 1280 SMT Li;;;60842;Endprüfung und Störs;5;300;2.797,00;Sek;2797;5;5;Min;nein;559,4;932%;100%
UV-3303;1;Gerät fertig montiert, geprüft;VCC 2424-25 IUoU;;;43807;Sichtkontrolle des G;10;1.200,00;845;Sek;845;0;0;Min;nein;84,5;70%;#DIV/0!
UV-3303;1;Gerät fertig montiert, geprüft;VCC 2424-25 IUoU;;;49666;Sichtkontrolle des G;10;1.200,00;417;Sek;417;10;10;Min;nein;41,7;35%;100%
UV-3303;1;Gerät fertig montiert, geprüft;VCC 2424-25 IUoU;;;51365;Sichtkontrolle des G;10;1.200,00;0;Sek;0;10;0,23;Min;nein;0,0;0%;2%
UV-3303;1;Gerät fertig montiert, geprüft;VCC 2424-25 IUoU;;;52012;Sichtkontrolle des G;10;1.200,00;931;Sek;931;10;10;Min;nein;93,1;78%;100%
UV-3303;1;Gerät fertig montiert, geprüft;VCC 2424-25 IUoU;;;55939;Sichtkontrolle des G;10;1.200,00;0;Sek;0;10;0,22;Min;nein;0,0;0%;2%
UV-3303;1;Gerät fertig montiert, geprüft;VCC 2424-25 IUoU;;;59263;Sichtkontrolle des G;10;1.200,00;1.428,00;Sek;1428;10;0;Min;nein;142,8;119%;0%
UV-3304;1;Gerät fertig montiert, geprüft;VCC 2412-25 IUoULi;;;54219;Sichtkontrolle des G;9;1.080,00;4.692,00;Sek;4692;10;10;Min;nein;521,3;434%;100%
UV-3304;1;Gerät fertig montiert, geprüft;VCC 2412-25 IUoULi;;;55524;Sichtkontrolle des G;10;1.200,00;0;Sek;0;10;0,38;Min;nein;0,0;0%;4%
UV-3305;1;Gerät fertig montiert, geprüft;VCC 2412-45 IUoU-Li;;;46074;Sichtkontrolle des G;30;3.600,00;2.660,00;Sek;2660;0;0;Min;nein;88,7;74%;#DIV/0!
UV-3305;1;Gerät fertig montiert, geprüft;VCC 2412-45 IUoU-Li;;;47261;Sichtkontrolle des G;30;3.600,00;2.788,00;Sek;2788;0;0;Min;nein;92,9;77%;#DIV/0!
UV-3305;1;Gerät fertig montiert, geprüft;VCC 2412-45 IUoU-Li;;;48936;Sichtkontrolle des G;30;3.600,00;2.693,00;Sek;2693;10;10;Min;nein;89,8;75%;100%
UV-3305;1;Gerät fertig montiert, geprüft;VCC 2412-45 IUoU-Li;;;53816;Sichtkontrolle des G;30;3.600,00;2.509,00;Sek;2509;10;0,15;Min;nein;83,6;70%;2%
UV-3305;1;Gerät fertig montiert, geprüft;VCC 2412-45 IUoU-Li;;;58522;Sichtkontrolle des G;30;3.600,00;3.324,00;Sek;3324;10;0;Min;nein;110,8;92%;0%
UV-3305;1;Gerät fertig montiert, geprüft;VCC 2412-45 IUoU-Li;;;65227;Sichtkontrolle des G;20;2.400,00;3.869,00;Sek;3869;10;10;Min;nein;193,5;161%;100%
UV-3318;1;Gerät fertig montiert, geprüft;VCC 2424-25 Li;;;44559;Sichtkontrolle des G;10;1.200,00;5.072,00;Sek;5072;0;0;Min;nein;507,2;423%;#DIV/0!
UV-3320;1;Gerät fertig montiert, geprüft;VCC 2412-45 Li;;;51614;Sichtkontrolle des G;10;1.200,00;344;Sek;344;10;10;Min;nein;34,4;29%;100%
UV-3320;1;Gerät fertig montiert, geprüft;VCC 2412-45 Li;;;60843;Sichtkontrolle des G;10;1.200,00;3.000,00;Sek;3000;10;10;Min;nein;300,0;250%;100%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;44560;Endmontage + Endprüf;50;0;7.865,00;Sek;7865;0;0;Min;nein;157,3;#DIV/0!;#DIV/0!
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;46402;Endmontage + Endprüf;50;0;8.209,00;Sek;8209;0;0;Min;nein;164,2;#DIV/0!;#DIV/0!
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;47262;Endmontage + Endprüf;50;5.000,00;4.329,00;Sek;4329;10;0;Min;nein;86,6;87%;0%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;48108;Endmontage + Endprüf;50;5.000,00;8.759,00;Sek;8759;10;10;Min;nein;175,2;175%;100%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;49996;Endmontage + Endprüf;50;5.000,00;8.320,00;Sek;8320;10;10;Min;nein;166,4;166%;100%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;50841;Endmontage + Endprüf;50;5.000,00;8.312,00;Sek;8312;10;10;Min;nein;166,2;166%;100%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;52013;Endmontage + Endprüf;50;5.000,00;0;Sek;0;10;0,23;Min;nein;0,0;0%;2%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;52736;Endmontage + Endprüf;50;5.000,00;4.389,00;Sek;4389;10;10;Min;nein;87,8;88%;100%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;53154;Endmontage + Endprüf;50;5.000,00;5.487,00;Sek;5487;10;10;Min;nein;109,7;110%;100%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;55087;Endmontage + Endprüf;48;4.800,00;5.274,00;Sek;5274;10;10;Min;nein;109,9;110%;100%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;57070;Endmontage + Endprüf;40;4.000,00;6.481,00;Sek;6481;10;0;Min;nein;162,0;162%;0%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;57620;Endmontage + Endprüf;40;4.000,00;8.185,00;Sek;8185;10;10;Min;nein;204,6;205%;100%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;59040;Endmontage + Endprüf;40;4.000,00;4.665,00;Sek;4665;10;10;Min;nein;116,6;117%;100%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;60010;Endmontage + Endprüf;110;11.000,00;19.726,00;Sek;19726;10;10;Min;nein;179,3;179%;100%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;60993;Endmontage + Endprüf;24;2.400,00;4.594,00;Sek;4594;10;0;Min;nein;191,4;191%;0%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;61543;Endmontage + Endprüf;40;4.000,00;3.812,00;Sek;3812;10;10;Min;nein;95,3;95%;100%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;61735;Endmontage + Endprüf;80;8.000,00;8.756,00;Sek;8756;10;10;Min;nein;109,5;109%;100%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;62006;Endmontage + Endprüf;40;4.000,00;4.640,00;Sek;4640;10;10;Min;nein;116,0;116%;100%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;63075;Endmontage + Endprüf;100;10.000,00;12.348,00;Sek;12348;10;0;Min;nein;123,5;123%;0%
UV-3321;1;Gerät fertig montiert, geprüft;VCC 1212-20 C;;;63755;Endmontage + Endprüf;100;10.000,00;17.318,00;Sek;17318;10;10;Min;nein;173,2;173%;100%
UV-3324;1;Gerät fertig montiert, geprüft;VCC 1212-30;;;43032;Endmontage + Endprüf;400;0;1.912,47;Min;114748,2;0;0;Min;nein;286,9;#DIV/0!;#DIV/0!
UV-3324;1;Gerät fertig montiert, geprüft;VCC 1212-30;;;43473;Endmontage + Endprüf;474;0;1.272,78;Min;76366,8;0;0;Min;nein;161,1;#DIV/0!;#DIV/0!
UV-3324;1;Gerät fertig montiert, geprüft;VCC 1212-30;;;44561;Endmontage + Endprüf;400;0;823,69;Min;49421,4;0;0;Min;nein;123,6;#DIV/0!;#DIV/0!
UV-3324;1;Gerät fertig montiert, geprüft;VCC 1212-30;;;44562;Endmontage + Endprüf;400;0;794,45;Min;47667;0;0;Min;nein;119,2;#DIV/0!;#DIV/0!
UV-3324;1;Gerät fertig montiert, geprüft;VCC 1212-30;;;45041;Endmontage + Endprüf;400;0;808,3;Min;48498;0;0;Min;nein;121,2;#DIV/0!;#DIV/0!
UV-3324;1;Gerät fertig montiert, geprüft;VCC 1212-30;;;45570;Endmontage + Endprüf;400;0;473,7;Min;28422;0;0;Min;nein;71,1;#DIV/0!;#DIV/0!
UV-3324;1;Gerät fertig montiert, geprüft;VCC 1212-30;;;46475;Endmontage + Endprüf;800;0;1.623,72;Min;97423,2;0;0;Min;nein;121,8;#DIV/0!;#DIV/0!
UV-3324;1;Gerät fertig montiert, geprüft;VCC 1212-30;;;47021;Endmontage + Endprüf;184;0;28.894,00;Sek;28894;0;0;Min;nein;157,0;#DIV/0!;#DIV/0!
UV-3324;1;Gerät fertig montiert, geprüft;VCC 1212-30;;;47134;Endmontage + Endprüf;400;0;79.903,00;Sek;79903;0;0;Min;nein;199,8;#DIV/0!;#DIV/0!
UV-3324;1;Gerät fertig montiert, geprüft;VCC 1212-30;;;47584;Endmontage + Endprüf;420;42.000,00;89.261,00;Sek;89261;10;10;Min;nein;212,5;213%;100%
UV-3324;1;Gerät fertig montiert, geprüft;VCC 1212-30;;;48358;Endmontage + Endprüf;490;49.000,00;90.900,00;Sek;90900;10;10;Min;nein;185,5;186%;100%
UV-3324;1;Gerät fertig montiert, geprüft;VCC 1212-30;;;48631;Endmontage + Endprüf;400;40.000,00;81.400,00;Sek;81400;10;10;Min;nein;203,5;204%;100%
UV-3324;1;Gerät fertig montiert, geprüft;VCC 1212-30;;;49174;Endmontage + Endprüf;400;40.000,00;72.563,00;Sek;72563;10;10;Min;nein;181,4;181%;100%
UV-3324;1;Gerät fertig montiert, geprüft;VCC 1212-30;;;49475;Endmontage + Endprüf;10;1.000,00;2.992,00;Sek;2992;10;0;Min;nein;299,2;299%;0%
UV-3324;1;Gerät fertig montiert, geprüft;VCC 1212-30;;;49789;Endmontage + Endprüf;400;40.000,00;76.906,00;Sek;76906;10;10;Min;nein;192,3;192%;100%
UV-3324;1;Gerät fertig montiert, geprüft;VCC 1212-30;;;49847;Endmontage + Endprüf;10;1.000,00;1.749,00;Sek;1749;10;10;Min;nein;174,9;175%;100%
