Teil,TA,Bezeichnung,Aktivität,RMNr,rMenge,Sollte,IstteSek,Solltrsek,Isttrsek,Zustand,tges
02-0089a,1,"N-MOSFET THT IRF840A gebogen, geschnitten MZ-TO220-Typ01",02-0089a,58689,1000,1000,2052,600,0.0,false,2052.0
02-0089a,1,"N-MOSFET THT IRF840A gebogen, geschnitten MZ-TO220-Typ01",02-0089a,59418,1000,1000,2880,600,0.0,false,2880.0
02-0089a,1,"N-MOSFET THT IRF840A gebogen, geschnitten MZ-TO220-Typ01",02-0089a,60542,1000,1000,1322,600,0.0,false,1322.0
02-0089a,1,"N-MOSFET THT IRF840A gebogen, geschnitten MZ-TO220-Typ01",02-0089a,61544,1000,1000,484,600,0.0,false,484.0
02-0089a,1,"N-MOSFET THT IRF840A gebogen, geschnitten MZ-TO220-Typ01",02-0089a,62439,2000,2000,2092,600,600.0,false,2692.0
02-0089a,1,"N-MOSFET THT IRF840A gebogen, geschnitten MZ-TO220-Typ01",02-0089a,63901,1000,1000,3352,600,0.0,false,3352.0
02-0089a,1,"N-MOSFET THT IRF840A gebogen, geschnitten MZ-TO220-Typ01",02-0089a,64468,500,500,526,600,0.0,false,526.0
02-0089a,1,"N-MOSFET THT IRF840A gebogen, geschnitten MZ-TO220-Typ01",02-0089a,64753,500,500,551,600,0.0,false,551.0
02-0089a,1,"N-MOSFET THT IRF840A gebogen, geschnitten MZ-TO220-Typ01",02-0089a,65391,500,500,363,600,0.0,false,363.0
02-0089a,1,"N-MOSFET THT IRF840A gebogen, geschnitten MZ-TO220-Typ01",02-0089a,65766,1500,1500,1923,600,0.0,false,1923.0
02-0089a,1,"N-MOSFET THT IRF840A gebogen, geschnitten MZ-TO220-Typ01",02-0089a,44904,950,950,2117,0,0.0,false,2117.0
02-0089a,1,"N-MOSFET THT IRF840A gebogen, geschnitten MZ-TO220-Typ01",02-0089a,45875,1000,1000,2256,0,0.0,false,2256.0
02-0089d,1,"N-MOSFET THT IRF840A gebogen, geschnitten MZ-TO220-Typ13",Bauteil schneiden,48230,999,999,1783,600,0.0,false,1783.0
02-0089d,1,"N-MOSFET THT IRF840A gebogen, geschnitten MZ-TO220-Typ13",Bauteil schneiden,53949,500,500,2037,600,0.0,false,2037.0
02-0089d,1,"N-MOSFET THT IRF840A gebogen, geschnitten MZ-TO220-Typ13",Bauteil schneiden,61050,1000,1000,835,600,0.0,false,835.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,49900,522,522,557,600,0.0,false,557.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,49901,2000,2000,1187,600,0.0,false,1187.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,49902,905,905,2126,600,0.0,false,2126.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,51632,4328,4328,7510,600,0.0,false,7510.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,55869,950,950,1454,600,0.0,false,1454.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,57374,3000,3000,3642,600,0.0,false,3642.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,57375,4000,4000,5060,600,0.0,false,5060.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,57376,3000,3000,4831,600,0.0,false,4831.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,60896,4000,4000,5774,600,0.0,false,5774.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,60897,554,554,522,600,0.0,false,522.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,60899,2000,2000,2264,600,0.0,false,2264.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,60900,851,851,623,600,0.0,false,623.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,61648,3149,3149,2682,600,600.0,false,3282.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,62440,3446,3446,5280,600,0.0,false,5280.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,62994,4000,4000,4560,600,600.0,false,5160.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,64469,672,672,1016,600,0.0,false,1016.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,64470,1000,1000,525,600,600.0,false,1125.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,64471,1000,1000,1054,600,0.0,false,1054.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,64472,1095,1095,1218,600,0.0,false,1218.0
02-0095b,1,N-MOSFET THT IRF3205PBF geschnitten MZ-TO220-Typ04,02-0095b,64473,527,527,656,600,0.0,false,656.0
02-0105a,1,"IC THT linear Spannungsregler LP2950 CZ-5,0 RAG 5V 0,1A TO92-3, nur TI , ONS 5mm MZ-Transistor-2",Bauteil schneiden,50295,2000,4000,0,900,348.0,false,348.0
02-0105a,1,"IC THT linear Spannungsregler LP2950 CZ-5,0 RAG 5V 0,1A TO92-3, nur TI , ONS 5mm MZ-Transistor-2",Bauteil schneiden,61058,1800,3600,0,900,828.0,false,828.0
02-0115a,1,"Silizium Diode THT BYV42E-200 gebogen, geschnitten mit Zange PN-5050-SD",02-0115a,59406,200,200,1874,600,0.0,false,1874.0
02-0115a,1,"Silizium Diode THT BYV42E-200 gebogen, geschnitten mit Zange PN-5050-SD",02-0115a,43730,199,1990,2269,0,0.0,false,2269.0
02-0126c,1,Silizium Diode THT VS-8ETX06-M3 geschnitten MZ-TO220-Typ12,Bauteil schneiden,49629,1000,1000,885,600,0.0,false,885.0
02-0126c,1,Silizium Diode THT VS-8ETX06-M3 geschnitten MZ-TO220-Typ12,Bauteil schneiden,61649,200,200,290,600,0.0,false,290.0
02-0126c,1,Silizium Diode THT VS-8ETX06-M3 geschnitten MZ-TO220-Typ12,Bauteil schneiden,63322,798,798,1714,600,0.0,false,1714.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,49287,300,300,642,600,0.0,false,642.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,49288,700,700,780,600,0.0,false,780.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,51633,299,299,369,600,0.0,false,369.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,52311,500,500,2118,600,0.0,false,2118.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,54755,250,250,346,600,0.0,false,346.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,55555,250,250,669,600,0.0,false,669.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,56257,500,500,2113,600,0.0,false,2113.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,57609,200,200,778,600,0.0,false,778.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,59000,300,300,785,600,0.0,false,785.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,59407,500,500,17,600,0.0,false,17.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,60901,150,150,179,600,0.0,false,179.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,61650,100,100,175,600,0.0,false,175.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,62441,250,250,418,600,0.0,false,418.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,62995,200,200,0,600,552.0,false,552.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,63240,800,800,3062,600,0.0,false,3062.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,63667,500,500,9,600,0.0,false,9.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,65882,500,500,2716,600,0.0,false,2716.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,44455,500,500,640,0,0.0,false,640.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,45140,100,100,55,0,0.0,false,55.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,45957,100,100,241,0,0.0,false,241.0
02-0131b,1,Schottky Diode THT MBR20H100CT geschnitten MZ-TO220-Typ03,02-0131b,46235,809,809,21131,0,0.0,false,21131.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,47466,2000,2000,3115,600,0.0,false,3115.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,47467,1000,1000,861,600,0.0,false,861.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,47879,180,180,193,600,0.0,false,193.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,47880,1000,1000,972,600,0.0,false,972.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,48231,2000,2000,2120,600,0.0,false,2120.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,48232,1000,1000,1141,600,0.0,false,1141.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,48901,736,736,720,600,0.0,false,720.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,48903,1000,1000,1703,600,0.0,false,1703.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,48911,2000,2000,4034,600,0.0,false,4034.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,48912,1000,1000,1305,600,0.0,false,1305.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,50580,554,554,853,600,0.0,false,853.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,50581,1000,1000,1756,600,0.0,false,1756.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,50582,2000,2000,5082,600,0.0,false,5082.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,51650,2000,2000,2935,600,0.0,false,2935.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,51651,2000,2000,1188,600,0.0,false,1188.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,52139,1000,1000,1060,600,0.0,false,1060.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,52140,1000,1000,1698,600,0.0,false,1698.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,52525,476,476,1145,600,0.0,false,1145.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,52526,1000,1000,1222,600,0.0,false,1222.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,52960,2000,2000,2933,600,0.0,false,2933.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,53556,640,640,841,600,0.0,false,841.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,53789,2000,2000,3098,600,0.0,false,3098.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,54292,840,840,1532,600,0.0,false,1532.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,54293,2000,2000,1185,600,0.0,false,1185.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,55045,1000,1000,1320,600,0.0,false,1320.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,55279,1000,1000,1361,600,0.0,false,1361.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,55795,1000,1000,2160,600,0.0,false,2160.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,55829,1000,1000,1103,600,0.0,false,1103.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,56258,3000,3000,2975,600,0.0,false,2975.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,57029,1000,1000,1471,600,0.0,false,1471.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,57030,1000,1000,1442,600,0.0,false,1442.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,57718,696,696,1407,600,0.0,false,1407.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,57719,1000,1000,1451,600,0.0,false,1451.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,57784,1000,1000,956,600,0.0,false,956.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,57785,2000,2000,2220,600,0.0,false,2220.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,58590,1000,1000,1226,600,0.0,false,1226.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,58998,2000,2000,3875,600,0.0,false,3875.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,59414,423,423,950,600,600.0,false,1550.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,59415,2000,2000,1193,600,0.0,false,1193.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,60241,498,498,1271,600,0.0,false,1271.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,60242,1000,1000,1583,600,0.0,false,1583.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,60594,410,410,498,600,0.0,false,498.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,60902,1000,1000,998,600,0.0,false,998.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,60903,3000,3000,2759,600,0.0,false,2759.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,62031,2000,2000,3252,600,0.0,false,3252.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,62032,3000,3000,3158,600,0.0,false,3158.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,62577,3000,3000,3923,600,0.0,false,3923.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,63860,2814,2814,4408,600,0.0,false,4408.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,63861,903,903,1071,600,0.0,false,1071.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,63862,550,550,656,600,0.0,false,656.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,63863,1000,1000,1966,600,0.0,false,1966.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,63864,520,520,2747,600,0.0,false,2747.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,65080,4000,4000,4404,600,0.0,false,4404.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,65927,70,70,283,600,0.0,false,283.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,65928,1000,1000,1281,600,0.0,false,1281.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,65930,1000,1000,1242,600,0.0,false,1242.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,65931,10,10,12,600,0.0,false,12.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,65932,2097,2097,2136,600,0.0,false,2136.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,43275,1000,1000,1177,0,0.0,false,1177.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,43276,1000,1000,27,0,0.0,false,27.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,43278,1000,1000,1696,0,0.0,false,1696.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,44335,802,802,995,0,0.0,false,995.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,44337,1200,1200,1325,0,0.0,false,1325.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,44520,2000,2000,2287,0,0.0,false,2287.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,45876,2000,2000,2343,0,0.0,false,2343.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,46151,3200,3200,4242,0,0.0,false,4242.0
02-0135a,1,"N-MOSFET THT IRF1405PBF gebogen, geschnitten MZ-TO220-Typ01",02-0135a,46550,477,477,500,0,0.0,false,500.0
02-0135c,1,N-MOSFET THT IRF1405PBF geschnitten MZ-TO220-Typ03,02-0135c,49628,1000,1000,1897,600,0.0,false,1897.0
02-0135c,1,N-MOSFET THT IRF1405PBF geschnitten MZ-TO220-Typ03,02-0135c,51649,643,643,736,600,0.0,false,736.0
02-0135c,1,N-MOSFET THT IRF1405PBF geschnitten MZ-TO220-Typ03,02-0135c,54761,1000,1000,1780,600,0.0,false,1780.0
02-0135c,1,N-MOSFET THT IRF1405PBF geschnitten MZ-TO220-Typ03,02-0135c,58486,651,651,22,600,0.0,false,22.0
02-0135c,1,N-MOSFET THT IRF1405PBF geschnitten MZ-TO220-Typ03,02-0135c,60588,450,450,485,600,0.0,false,485.0
02-0135c,1,N-MOSFET THT IRF1405PBF geschnitten MZ-TO220-Typ03,02-0135c,62030,414,414,19,600,0.0,false,19.0
02-0135c,1,N-MOSFET THT IRF1405PBF geschnitten MZ-TO220-Typ03,02-0135c,62580,476,476,963,600,0.0,false,963.0
02-0135c,1,N-MOSFET THT IRF1405PBF geschnitten MZ-TO220-Typ03,02-0135c,64474,990,990,1095,600,0.0,false,1095.0
02-0135c,1,N-MOSFET THT IRF1405PBF geschnitten MZ-TO220-Typ03,02-0135c,43423,296,296,281,0,0.0,false,281.0
02-0135c,1,N-MOSFET THT IRF1405PBF geschnitten MZ-TO220-Typ03,02-0135c,43424,3,3,105,0,0.0,false,105.0
02-0135c,1,N-MOSFET THT IRF1405PBF geschnitten MZ-TO220-Typ03,02-0135c,43425,200,200,283,0,0.0,false,283.0
02-0135c,1,N-MOSFET THT IRF1405PBF geschnitten MZ-TO220-Typ03,02-0135c,43920,569,569,868,0,0.0,false,868.0
02-0135c,1,N-MOSFET THT IRF1405PBF geschnitten MZ-TO220-Typ03,02-0135c,46016,500,500,830,0,0.0,false,830.0
02-0135c,1,N-MOSFET THT IRF1405PBF geschnitten MZ-TO220-Typ03,02-0135c,46150,250,250,771,0,0.0,false,771.0
02-0135c,1,N-MOSFET THT IRF1405PBF geschnitten MZ-TO220-Typ03,02-0135c,46236,1021,1021,26920,0,0.0,false,26920.0
02-0140a,1,Z-Diode THT 15V 2W DO41 RM10 4mm MZ-Diode-1,mech. bearbeiten,48183,2000,4000,0,900,474.0,false,474.0
02-0140a,1,Z-Diode THT 15V 2W DO41 RM10 4mm MZ-Diode-1,mech. bearbeiten,53731,297,594,0,900,198.0,false,198.0
02-0140a,1,Z-Diode THT 15V 2W DO41 RM10 4mm MZ-Diode-1,mech. bearbeiten,57027,300,600,1272,900,900.0,false,2172.0
02-0140a,1,Z-Diode THT 15V 2W DO41 RM10 4mm MZ-Diode-1,mech. bearbeiten,57119,800,1600,0,900,312.0,false,312.0
02-0140a,1,Z-Diode THT 15V 2W DO41 RM10 4mm MZ-Diode-1,mech. bearbeiten,60129,200,400,0,900,684.0,false,684.0
02-0140a,1,Z-Diode THT 15V 2W DO41 RM10 4mm MZ-Diode-1,mech. bearbeiten,60791,800,1600,0,900,192.0,false,192.0
02-0140a,1,Z-Diode THT 15V 2W DO41 RM10 4mm MZ-Diode-1,mech. bearbeiten,62366,200,400,3010,900,900.0,false,3910.0
02-0140a,1,Z-Diode THT 15V 2W DO41 RM10 4mm MZ-Diode-1,mech. bearbeiten,63115,800,1600,137,900,900.0,false,1037.0
02-0140a,1,Z-Diode THT 15V 2W DO41 RM10 4mm MZ-Diode-1,mech. bearbeiten,64764,200,400,320,900,900.0,false,1220.0
02-0140a,1,Z-Diode THT 15V 2W DO41 RM10 4mm MZ-Diode-1,mech. bearbeiten,65529,800,1600,563,900,900.0,false,1463.0
02-0141a,1,Silizium Diode THT MUR8100EG geschnitten MZ-TO220-Typ03,02-0141a,47318,300,300,421,600,0.0,false,421.0
02-0141a,1,Silizium Diode THT MUR8100EG geschnitten MZ-TO220-Typ03,02-0141a,47319,40,40,187,600,0.0,false,187.0
02-0141a,1,Silizium Diode THT MUR8100EG geschnitten MZ-TO220-Typ03,02-0141a,47320,600,600,910,600,0.0,false,910.0
02-0141a,1,Silizium Diode THT MUR8100EG geschnitten MZ-TO220-Typ03,02-0141a,48914,1670,1670,1937,600,0.0,false,1937.0
02-0141a,1,Silizium Diode THT MUR8100EG geschnitten MZ-TO220-Typ03,02-0141a,51648,650,650,994,600,0.0,false,994.0
02-0141a,1,Silizium Diode THT MUR8100EG geschnitten MZ-TO220-Typ03,02-0141a,52527,900,900,15,600,0.0,false,15.0
02-0141a,1,Silizium Diode THT MUR8100EG geschnitten MZ-TO220-Typ03,02-0141a,53790,987,987,2801,600,0.0,false,2801.0
02-0141a,1,Silizium Diode THT MUR8100EG geschnitten MZ-TO220-Typ03,02-0141a,54762,900,900,24,600,0.0,false,24.0
02-0141a,1,Silizium Diode THT MUR8100EG geschnitten MZ-TO220-Typ03,02-0141a,56638,500,500,10,600,0.0,false,10.0
02-0141a,1,Silizium Diode THT MUR8100EG geschnitten MZ-TO220-Typ03,02-0141a,57786,650,650,1323,600,0.0,false,1323.0
02-0141a,1,Silizium Diode THT MUR8100EG geschnitten MZ-TO220-Typ03,02-0141a,59439,800,800,17,600,0.0,false,17.0
02-0141a,1,Silizium Diode THT MUR8100EG geschnitten MZ-TO220-Typ03,02-0141a,60243,1150,1150,1451,600,0.0,false,1451.0
02-0141a,1,Silizium Diode THT MUR8100EG geschnitten MZ-TO220-Typ03,02-0141a,64336,1600,1600,2546,600,0.0,false,2546.0
02-0141a,1,Silizium Diode THT MUR8100EG geschnitten MZ-TO220-Typ03,02-0141a,44348,500,500,625,0,0.0,false,625.0
02-0141a,1,Silizium Diode THT MUR8100EG geschnitten MZ-TO220-Typ03,02-0141a,45877,600,600,1247,0,0.0,false,1247.0
02-0145-00462,1,uC THT programmiert ATMega8L-8PU FW00462 SMI 1200 Sinus (NVS) ST 12V,uC THT programmieren,47178,10,600,159,180,180.0,false,339.0
02-0145-00462,1,uC THT programmiert ATMega8L-8PU FW00462 SMI 1200 Sinus (NVS) ST 12V,uC THT programmieren,47972,30,1800,732,180,180.0,false,912.0
02-0145-00462,1,uC THT programmiert ATMega8L-8PU FW00462 SMI 1200 Sinus (NVS) ST 12V,uC THT programmieren,50132,20,1200,368,180,180.0,false,548.0
02-0145-00462,1,uC THT programmiert ATMega8L-8PU FW00462 SMI 1200 Sinus (NVS) ST 12V,uC THT programmieren,50888,20,1200,367,180,180.0,false,547.0
02-0145-00462,1,uC THT programmiert ATMega8L-8PU FW00462 SMI 1200 Sinus (NVS) ST 12V,uC THT programmieren,53004,20,1200,218,180,180.0,false,398.0
02-0145-00462,1,uC THT programmiert ATMega8L-8PU FW00462 SMI 1200 Sinus (NVS) ST 12V,uC THT programmieren,55170,20,1200,542,180,180.0,false,722.0
02-0145-00462,1,uC THT programmiert ATMega8L-8PU FW00462 SMI 1200 Sinus (NVS) ST 12V,uC THT programmieren,55563,10,600,203,180,180.0,false,383.0
02-0145-00462,1,uC THT programmiert ATMega8L-8PU FW00462 SMI 1200 Sinus (NVS) ST 12V,uC THT programmieren,57195,10,600,176,180,180.0,false,356.0
02-0145-00462,1,uC THT programmiert ATMega8L-8PU FW00462 SMI 1200 Sinus (NVS) ST 12V,uC THT programmieren,58241,20,1200,452,180,180.0,false,632.0
02-0145-00462,1,uC THT programmiert ATMega8L-8PU FW00462 SMI 1200 Sinus (NVS) ST 12V,uC THT programmieren,60131,20,1200,688,180,180.0,false,868.0
02-0145-00462,1,uC THT programmiert ATMega8L-8PU FW00462 SMI 1200 Sinus (NVS) ST 12V,uC THT programmieren,60755,20,1200,593,180,180.0,false,773.0
02-0145-00462,1,uC THT programmiert ATMega8L-8PU FW00462 SMI 1200 Sinus (NVS) ST 12V,uC THT programmieren,62237,10,600,180,180,180.0,false,360.0
