Teil,TA,Bezeichnung,Aktivität,RMNr,rMenge,Sollte,IstteSek,Solltrsek,Isttrsek,Zustand,tges
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,49421,36,3240,8162,600,6.0,false,8168.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,50571,36,3240,2119,600,0.0,false,2119.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,50579,10,900,1029,600,6.0,false,1035.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,51239,30,2700,1917,600,6.0,false,1923.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,52065,10,900,1083,600,18.0,false,1101.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,52202,36,3240,3702,600,12.0,false,3714.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,53046,10,900,1884,600,12.0,false,1896.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,53234,36,3240,5109,600,6.0,false,5115.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,53903,10,900,2705,600,12.0,false,2717.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,54484,10,900,1801,600,6.0,false,1807.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,55422,10,900,1131,600,6.0,false,1137.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,56063,26,2340,1613,600,0.0,false,1613.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,56166,10,900,564,600,12.0,false,576.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,56427,72,6480,7004,600,6.0,false,7010.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,56434,10,900,937,600,0.0,false,937.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,57602,20,1800,2059,600,600.0,false,2659.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,57672,50,4500,4853,600,12.0,false,4865.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,57739,50,4500,7031,600,6.0,false,7037.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,60463,50,4500,6113,600,6.0,false,6119.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,62235,36,3240,4539,600,12.0,false,4551.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,62340,155,13950,15960,600,600.0,false,16560.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,62547,10,900,3240,600,6.0,false,3246.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,62643,60,5400,5394,600,0.0,false,5394.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,63929,15,1350,2419,600,6.0,false,2425.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,64228,61,5490,5072,600,6.0,false,5078.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,64714,50,4500,4403,600,0.0,false,4403.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,64934,1,90,588,600,0.0,false,588.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,65176,50,4500,3073,600,426.0,false,3499.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,65444,10,900,1080,600,6.0,false,1086.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,65531,5,450,583,600,0.0,false,583.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,65695,45,4050,4160,600,600.0,false,4760.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,45029,10,900,1739,0,6.0,false,1745.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,45660,10,900,2011,0,6.0,false,2017.0
KK-S507-75-AC-009,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-009,46052,20,1800,2248,0,18.0,false,2266.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,43124,30,1800,1950,0,30.0,false,1980.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,43972,50,3000,3655,0,12.0,false,3667.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,47432,50,3000,3870,600,6.0,false,3876.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,48169,60,3600,2714,600,6.0,false,2720.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,48305,50,3000,4216,600,0.0,false,4216.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,50954,50,3000,3531,600,6.0,false,3537.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,51560,60,3600,5710,600,0.0,false,5710.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,52090,55,3300,4538,600,0.0,false,4538.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,52156,5,300,835,600,12.0,false,847.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,53904,50,3000,4459,600,6.0,false,4465.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,54907,99,5940,7497,600,12.0,false,7509.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,56167,15,900,1237,600,0.0,false,1237.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,56589,49,2940,3417,600,6.0,false,3423.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,57673,50,3000,3520,600,12.0,false,3532.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,58567,50,3000,4048,600,6.0,false,4054.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,58785,60,3600,4760,600,600.0,false,5360.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,58968,60,3600,2930,600,600.0,false,3530.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,59677,50,3000,4539,600,6.0,false,4545.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,60464,36,2160,2387,600,12.0,false,2399.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,61325,30,1800,3455,600,6.0,false,3461.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,62250,86,5160,6104,600,600.0,false,6704.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,62341,41,2460,2057,600,6.0,false,2063.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,62548,50,3000,3928,600,6.0,false,3934.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,63934,15,900,1362,600,6.0,false,1368.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,64229,14,840,1524,600,12.0,false,1536.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,64715,50,3000,4052,600,6.0,false,4058.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,66519,50,3000,4587,600,0.0,false,4587.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,45267,60,3600,4306,0,6.0,false,4312.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,45370,20,1200,1092,0,6.0,false,1098.0
KK-S507-75-AC-010,1,Kühlkörper S507 75mm bestückt mit Elektronik und Schrauben,KK-S507-75-AC-010,45648,100,6000,5213,0,12.0,false,5225.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,43400,150,1500,11107,0,0.0,false,11107.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,43737,100,1000,7174,0,0.0,false,7174.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,44240,196,1960,15529,0,0.0,false,15529.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,44442,250,2500,17419,0,0.0,false,17419.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,44907,150,1500,4528,0,0.0,false,4528.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,47296,150,4500,5898,600,0.0,false,5898.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,47963,200,6000,5769,600,600.0,false,6369.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,48095,100,3000,2662,600,0.0,false,2662.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,48342,58,1740,1713,600,0.0,false,1713.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,48827,150,4500,5095,600,0.0,false,5095.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,48870,200,6000,8697,600,0.0,false,8697.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,48941,100,3000,4902,600,0.0,false,4902.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,49158,150,4500,6847,600,0.0,false,6847.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,49306,100,3000,2926,600,0.0,false,2926.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,49590,100,3000,3421,600,0.0,false,3421.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,49827,100,3000,3098,600,0.0,false,3098.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,50467,300,9000,13321,600,600.0,false,13921.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,51048,100,3000,7547,600,0.0,false,7547.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,51439,260,7800,9768,600,0.0,false,9768.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,51821,200,6000,6004,600,0.0,false,6004.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,52223,200,6000,11774,600,0.0,false,11774.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,52392,200,6000,14190,600,0.0,false,14190.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,52518,200,6000,8138,600,0.0,false,8138.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,52703,150,4500,7088,600,0.0,false,7088.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,53473,250,7500,11144,600,0.0,false,11144.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,53586,60,1800,2126,600,0.0,false,2126.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,53782,50,1500,2308,600,0.0,false,2308.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,53972,50,1500,2435,600,0.0,false,2435.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,54137,50,1500,4466,600,0.0,false,4466.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,54207,450,13500,15841,600,0.0,false,15841.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,55295,30,900,1397,600,0.0,false,1397.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,55604,100,3000,6582,600,0.0,false,6582.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,55788,150,4500,6970,600,0.0,false,6970.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,55885,150,4500,19416,600,0.0,false,19416.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,56250,60,1800,3084,600,0.0,false,3084.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,56499,230,6900,18975,600,0.0,false,18975.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,56796,100,3000,6974,600,0.0,false,6974.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,56962,100,3000,7449,600,0.0,false,7449.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,57153,50,1500,3019,600,0.0,false,3019.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,57294,200,6000,14242,600,0.0,false,14242.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,57382,100,3000,5516,600,0.0,false,5516.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,57778,200,6000,9395,600,0.0,false,9395.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,57971,150,4500,9716,600,0.0,false,9716.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,58286,100,3000,4936,600,0.0,false,4936.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,58618,350,10500,18007,600,600.0,false,18607.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,58824,100,3000,4670,600,600.0,false,5270.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,59154,100,3000,6307,600,0.0,false,6307.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,59322,200,6000,4657,600,0.0,false,4657.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,59608,150,4500,5089,600,0.0,false,5089.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,59815,60,1800,5899,600,0.0,false,5899.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,59919,100,3000,4123,600,0.0,false,4123.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,60190,130,3900,6515,600,0.0,false,6515.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,60382,150,4500,6891,600,0.0,false,6891.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,60798,150,4500,9100,600,0.0,false,9100.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,61169,200,6000,13759,600,600.0,false,14359.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,61281,100,3000,4659,600,600.0,false,5259.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,61335,160,4800,8309,600,600.0,false,8909.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,61443,220,6600,10131,600,600.0,false,10731.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,61592,70,2100,2400,600,600.0,false,3000.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,61641,100,3000,3850,600,0.0,false,3850.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,61710,200,6000,7966,600,0.0,false,7966.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,61826,100,3000,3084,600,0.0,false,3084.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,62344,50,1500,3673,600,0.0,false,3673.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,62459,50,1500,4435,600,0.0,false,4435.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,62566,100,3000,3211,600,600.0,false,3811.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,62970,120,3600,9871,600,0.0,false,9871.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,62976,120,3600,10973,600,0.0,false,10973.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,63156,50,1500,2771,600,0.0,false,2771.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,63394,50,1500,1706,600,0.0,false,1706.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,63740,349,10470,13412,600,0.0,false,13412.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,63941,100,3000,4066,600,0.0,false,4066.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,64454,100,3000,4901,600,0.0,false,4901.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,64484,50,1500,2445,600,0.0,false,2445.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,64741,60,1800,3002,600,0.0,false,3002.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,65001,50,1500,1637,600,0.0,false,1637.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,65034,100,3000,2547,600,600.0,false,3147.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,65052,50,1500,2980,600,0.0,false,2980.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,65292,60,1800,1517,600,0.0,false,1517.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,65378,100,3000,4057,600,0.0,false,4057.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,65566,50,1500,4873,600,0.0,false,4873.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,65605,50,1500,3889,600,0.0,false,3889.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,65740,50,1500,3420,600,0.0,false,3420.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,65786,50,1500,1593,600,288.0,false,1881.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,65858,50,1500,3178,600,0.0,false,3178.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,65905,100,3000,4997,600,0.0,false,4997.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,66130,100,3000,5169,600,0.0,false,5169.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,66431,100,3000,3342,600,0.0,false,3342.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,66671,100,3000,8417,600,0.0,false,8417.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,66884,50,1500,6214,600,0.0,false,6214.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,66970,50,1500,2607,600,0.0,false,2607.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,67026,120,3600,8483,600,0.0,false,8483.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,67194,50,1500,4272,600,0.0,false,4272.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,45843,300,3000,21952,0,0.0,false,21952.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,46065,199,1990,19068,0,0.0,false,19068.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,46191,100,1000,2982,0,0.0,false,2982.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,46518,450,4500,15604,0,0.0,false,15604.0
KK-SK343-75-AA,1,Kühlkörper SK343 75mm mit Madenschrauben und SIL,KK vormontieren,46671,100,1000,2979,0,0.0,false,2979.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,43368,48,2160,2867,0,18.0,false,2885.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,43973,16,720,1126,0,6.0,false,1132.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,44196,36,1620,1154,0,6.0,false,1160.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,44340,12,540,1688,0,6.0,false,1694.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,44341,32,1440,1317,0,6.0,false,1323.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,44421,80,3600,3365,0,12.0,false,3377.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,44828,30,1350,1112,0,6.0,false,1118.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,47080,24,1080,852,600,6.0,false,858.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,47413,10,450,373,600,0.0,false,373.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,47898,24,1080,795,600,12.0,false,807.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,48084,35,1575,958,600,0.0,false,958.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,48160,16,720,553,600,0.0,false,553.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,48790,26,1170,3804,600,12.0,false,3816.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,48893,40,1800,1657,600,0.0,false,1657.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,49003,40,1800,1644,600,12.0,false,1656.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,49259,24,1080,1766,600,6.0,false,1772.0
KK-SK343-75-AA-001,1,Kühlkörper SK343 75mm bestückt mit Elektronik und Schrauben,KK-SK343-75-AA-001,49570,26,1170,1643,600,6.0,false,1649.0
